Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Irrigation Method,,label
Black lava soil,7.665425652,2.725500719,34.39708521,14.61311962,46.88248225,Canal Irrigation,,Mustard
Chalky (Calcareous),7.888468351,2.015238207,25.51373497,16.73524922,37.2510532,Sprinkler Irrigation,,Coriander
Sandy,7.297819004,1.656860432,22.83664355,20.72918235,42.92649718,Drip Irrigation,,Cotton
Black lava soil,6.828936126,1.317087922,29.25515345,22.51392213,48.98180411,Canal Irrigation,,Guava
Nitrogenous,7.853039457,1.878659362,24.86815396,26.15000286,35.17647287,Sprinkler Irrigation,,Maize
Loamy,7.300050469,2.134647376,29.77553485,20.91250515,36.649424,Drip Irrigation,,Guava
Clay,7.199027779,1.683384302,25.74693374,17.29496567,43.77832919,Drip Irrigation,,Pulses
Clay,7.256147314,2.537166502,32.48200059,30.3753252,45.90064087,Sprinkler Irrigation,,Tomato
Alkaline,7.804940024,1.980036768,33.97461557,26.74567553,45.29085047,Tube Well,,Fennel
Black lava soil,8.393673207,1.876832359,18.49264141,15.89560539,37.86597903,Sprinkler Irrigation,,Mango
Saline,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Canal Irrigation,,Cotton
Loamy,7.171687965,2.436994876,30.39219623,20.91497225,35.82864328,Canal Irrigation,,Tomato
Clay,7.389990986,1.936296564,30.51322764,18.51101922,43.16612655,Tube Well,,Coriander
Chalky (Calcareous),7.088961994,1.390357767,27.15275113,19.37989306,34.67889997,Tube Well,,Cumin
Sandy,7.195824618,2.296265154,32.04818059,21.7848638,40.40639211,Tube Well,,Cotton
Saline,8.271368184,2.121737539,27.9792142,20.00897436,40.58853709,Sprinkler Irrigation,,Mango
Loamy,7.367822083,1.612898091,26.98687848,20.00891521,34.70394146,Tube Well,,Pomegranate
Clay,7.340576822,2.313217336,29.60045774,21.0253767,31.88308735,Canal Irrigation,,Barley
Nitrogenous,7.624774095,1.408471908,28.73618372,25.1470655,43.98350964,Drip Irrigation,,Tomato
Sandy,7.550395536,2.020643728,35.18579449,21.67219257,47.39035949,Tube Well,,Tomato
Black lava soil,7.665425652,2.725500719,34.39708521,14.61311962,46.88248225,Canal Irrigation,,Mustard
Loamy,8.051608786,2.720971201,31.09481958,15.79089184,27.82343834,Tube Well,,Pulses
Nitrogenous,7.43673371,1.544837829,33.47582624,18.1218317,33.47591555,Canal Irrigation,,Bajra
Clay,8.479918627,2.225306525,30.41386452,20.18391417,28.07846606,Drip Irrigation,,Fennel
Clay,7.003566999,1.277397368,33.33134836,22.88989262,42.88681763,Sprinkler Irrigation,,Fennel
Alkaline,7.350151972,2.787937905,29.76100375,16.36612931,35.61191322,Drip Irrigation,,Coriander
Black lava soil,7.240873681,2.662638045,34.13557714,20.78987156,33.64040499,Canal Irrigation,,Wheat
Alkaline,7.47261082,1.538793508,30.03681341,12.60726532,37.5618329,Tube Well,,Chilli
Chalky (Calcareous),8.338688544,1.597414124,35.38424072,9.151612911,34.02905299,Drip Irrigation,,Chilli
Clay,7.766679622,2.419734252,36.09097356,25.28684153,44.360985,Drip Irrigation,,Chilli
Chalky (Calcareous),7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Tube Well,,Gram
Chalky (Calcareous),7.679840424,2.593538839,25.17605131,17.92684746,36.37848733,Drip Irrigation,,Citrus
Clay,7.294487532,2.510811492,28.10620082,30.41330161,42.1543121,Sprinkler Irrigation,,Garlic
Saline,8.331866416,2.152621563,32.9369585,27.07093644,42.23696969,Tube Well,,Opium
Saline,7.06934521,3.089281087,30.97166732,19.26329887,44.81962712,Tube Well,,Barley
Chalky (Calcareous),7.556985334,1.603270135,25.3745769,17.74899054,40.36931717,Sprinkler Irrigation,,Sugarcane
Clay,6.82124123,1.549664309,25.17899964,25.4002803,44.71394257,Sprinkler Irrigation,,Fenugreek
Black lava soil,7.982077942,1.847277649,21.35408555,29.76458691,39.69451246,Drip Irrigation,,Maize
Black lava soil,7.236734156,1.738212006,26.17906607,24.38086966,36.45284421,Drip Irrigation,,Barley
Alkaline,7.804940024,1.980036768,33.97461557,26.74567553,45.29085047,Tube Well,,Fennel
Chalky (Calcareous),7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Drip Irrigation,,Chilli
Clay,7.853795911,2.589126424,32.04067956,13.12182956,37.63177271,Tube Well,,Barley
Clay,7.766679622,2.419734252,36.09097356,25.28684153,44.360985,Drip Irrigation,,Chilli
Saline,7.660465031,1.506067045,33.6151897,20.42756665,31.42145841,Sprinkler Irrigation,,Oilseeds
Alkaline,7.65494739,1.363207226,27.9268655,15.0241302,42.74841593,Tube Well,,Cotton
Chalky (Calcareous),8.344594467,2.834961391,36.11974377,19.01189766,38.17379511,Tube Well,,Bajra
Sandy,7.653701785,1.587693875,31.38300383,25.97740325,37.01685471,Tube Well,,Maize
Chalky (Calcareous),7.336491341,1.89327161,32.48099594,17.32341644,42.55749788,Sprinkler Irrigation,,Oilseeds
Saline,7.589264585,1.017731981,22.59427138,19.98815542,37.28196552,Canal Irrigation,,Chilli
Alkaline,7.185481069,1.941172534,30.07513875,10.41325557,32.64436797,Canal Irrigation,,Barley
Saline,7.737715341,1.602221466,32.12196969,26.39759335,28.9159058,Drip Irrigation,,Barley
Nitrogenous,7.183559863,2.094664154,31.48622137,14.05383767,45.26992886,Tube Well,,Wheat
Loamy,7.025523586,1.546548563,18.24772074,28.36434101,35.68010075,Tube Well,,Garlic
Clay,7.85817004,3.162349457,27.35526619,24.78652411,39.46954682,Sprinkler Irrigation,,Cotton
Nitrogenous,7.43673371,1.544837829,33.47582624,18.1218317,33.47591555,Canal Irrigation,,Bajra
Nitrogenous,7.108823039,2.426582653,31.23740274,19.95167789,44.39481987,Sprinkler Irrigation,,Onion
Loamy,7.300050469,2.134647376,29.77553485,20.91250515,36.649424,Drip Irrigation,,Guava
Nitrogenous,8.104615324,1.987856752,38.19480264,24.54011331,36.46280228,Drip Irrigation,,Fennel
Nitrogenous,8.491816826,2.005940217,31.93293115,26.796488,39.26430248,Drip Irrigation,,Coriander
Chalky (Calcareous),6.628614013,2.204719265,28.61664114,20.56697196,42.29497001,Sprinkler Irrigation,,Opium
Alkaline,7.804452678,2.131033405,20.25219141,18.24575285,28.9082612,Tube Well,,Pulses
Sandy,8.450134212,2.511528278,38.21770755,21.95563938,45.83754911,Canal Irrigation,,Oilseeds
Black lava soil,7.55672802,2.092918814,34.59935758,25.0946162,37.02894564,Drip Irrigation,,Mustard
Alkaline,7.524664083,2.361223493,28.17359571,31.93983853,40.90035519,Tube Well,,Mango
Clay,6.603446774,1.808591405,29.38135527,18.01160153,34.07984721,Canal Irrigation,,Mango
Alkaline,7.769882256,1.836732074,24.14537553,21.01191685,32.21524457,Tube Well,,Cumin
Saline,7.379284718,2.733391278,32.52778927,22.18117852,34.04541747,Canal Irrigation,,Pulses
Chalky (Calcareous),7.708223019,1.973047575,25.0884821,25.60928928,51.60020361,Drip Irrigation,,Cotton
Chalky (Calcareous),7.261177209,1.372432314,29.36172659,17.19696182,25.35275655,Sprinkler Irrigation,,Oilseeds
Sandy,8.562385702,2.665669531,39.60183751,13.8855249,40.35626875,Drip Irrigation,,Pulses
Clay,7.853795911,2.589126424,32.04067956,13.12182956,37.63177271,Tube Well,,Barley
Saline,7.840681163,1.423153859,33.77366649,20.99711993,42.36519141,Sprinkler Irrigation,,Bajra
Loamy,7.306185084,1.032517941,29.25319252,8.162611733,41.76885315,Tube Well,,Citrus
Saline,6.931483558,1.589092586,36.51295198,20.6883097,37.24706466,Drip Irrigation,,Onion
Clay,6.687227983,0.746714215,31.48731027,20.69748898,38.57581531,Canal Irrigation,,Citrus
Saline,7.342456634,1.714126979,31.66303755,24.66564036,38.8863965,Tube Well,,Mustard
Chalky (Calcareous),7.75995107,2.93440892,32.09852804,21.38290753,40.0427804,Canal Irrigation,,Mustard
Black lava soil,7.389200153,1.279509183,34.79408153,25.63843147,30.26328763,Sprinkler Irrigation,,Pomegranate
Alkaline,7.289400592,2.488215689,24.3392543,14.50541873,43.43713378,Tube Well,,Sugarcane
Black lava soil,8.264373925,1.959477018,24.95775634,9.570510611,32.63981463,Tube Well,,Barley
Black lava soil,7.156975121,1.691393877,30.53528726,18.27426559,43.43966486,Tube Well,,Bajra
Sandy,7.869837734,3.285997659,18.75283773,23.04367795,37.21434714,Sprinkler Irrigation,,Mustard
Sandy,8.450134212,2.511528278,38.21770755,21.95563938,45.83754911,Canal Irrigation,,Oilseeds
Black lava soil,6.839961406,1.880623699,36.42791117,19.71469354,40.70797893,Drip Irrigation,,Onion
Loamy,7.454077618,1.956282336,32.74159814,24.74797286,39.70292409,Tube Well,,Mustard
Saline,8.139732466,2.520862332,32.91772152,19.35241377,42.89928643,Tube Well,,Sugarcane
Saline,7.766391605,1.597236659,28.924431,27.71138314,44.9717576,Canal Irrigation,,Oilseeds
Alkaline,7.795568059,1.946514265,39.71122797,11.26389167,40.47310522,Sprinkler Irrigation,,Wheat
Sandy,6.223225202,1.915807539,28.36993752,21.95183097,39.23047387,Drip Irrigation,,Gram
Saline,7.306017516,1.911933248,15.5024306,28.35673788,35.4931216,Tube Well,,Fenugreek
Black lava soil,7.893203106,1.720226857,15.83484855,26.79594747,43.8025306,Drip Irrigation,,Fenugreek
Alkaline,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Drip Irrigation,,Fenugreek
Nitrogenous,7.929007098,1.585901864,19.90756068,20.72531873,43.96587844,Tube Well,,Barley
Sandy,6.793637121,1.741576558,33.09516473,26.96019376,40.55564688,Tube Well,,Fenugreek
Clay,7.04359454,1.791284809,31.72026961,21.7417087,35.51084967,Tube Well,,Pulses
Alkaline,7.869118615,1.428330504,30.43736877,21.16521476,36.40967608,Tube Well,,Onion
Alkaline,7.754841539,2.405852786,31.65959224,34.67703103,34.86038117,Tube Well,,Chilli
Saline,6.641983376,3.35539715,29.68127357,15.61257989,32.96456403,Canal Irrigation,,Tomato
Saline,8.2695986,1.535890016,36.21714139,21.77669098,30.95366143,Canal Irrigation,,Coriander
Saline,7.306017516,1.911933248,15.5024306,28.35673788,35.4931216,Tube Well,,Fenugreek
Clay,7.51878743,1.842654586,30.64684003,8.096304472,30.85159092,Canal Irrigation,,Tomato
Nitrogenous,7.43673371,1.544837829,33.47582624,18.1218317,33.47591555,Canal Irrigation,,Bajra
Loamy,7.305878473,1.972039776,31.68978764,24.45651843,40.02114929,Drip Irrigation,,Tomato
Black lava soil,6.813767226,2.161487252,29.69498014,22.50120235,37.33199847,Sprinkler Irrigation,,Wheat
Nitrogenous,7.016649055,1.601967931,30.51458695,8.42977967,48.36720943,Drip Irrigation,,Oilseeds
Clay,7.003205242,2.067962284,30.42233393,14.65372753,44.78147501,Canal Irrigation,,Gram
Black lava soil,7.52984594,2.05309146,26.81095654,19.71081694,45.63894014,Drip Irrigation,,Cumin
Sandy,7.556570229,1.818441669,19.9627157,18.05826531,38.47190444,Sprinkler Irrigation,,Bajra
Loamy,6.881932102,2.62716918,33.65500313,22.69217479,43.57867121,Drip Irrigation,,Wheat
Saline,6.450321868,2.341611507,29.42598876,22.83385863,36.71313723,Drip Irrigation,,Sugarcane
Loamy,7.617727898,0.155817354,25.96174721,18.04215011,47.52531019,Tube Well,,Fennel
Sandy,7.433498418,1.339553859,40.71503527,17.65117768,40.79378025,Drip Irrigation,,Cotton
Nitrogenous,7.1481448,2.846173286,30.72163236,6.483259764,41.69677906,Sprinkler Irrigation,,Coriander
Loamy,7.025523586,1.546548563,18.24772074,28.36434101,35.68010075,Tube Well,,Garlic
Clay,7.294487532,2.510811492,28.10620082,30.41330161,42.1543121,Sprinkler Irrigation,,Garlic
Black lava soil,7.706808129,3.067793365,31.4101711,28.25286482,36.85393925,Canal Irrigation,,Tomato
Nitrogenous,7.611640457,1.400803938,35.42099122,21.0515152,40.99196759,Sprinkler Irrigation,,Opium
Loamy,7.363577727,2.485087541,24.50795391,16.90438526,32.46737371,Canal Irrigation,,Wheat
Nitrogenous,7.85470549,1.929723257,26.84379432,22.99725343,41.9285542,Drip Irrigation,,Oilseeds
Clay,6.991207611,2.430091319,34.05130022,14.22274103,43.62540522,Tube Well,,Wheat
Loamy,7.628626711,1.827761396,26.25292007,21.6888305,37.27456385,Tube Well,,Tomato
Sandy,6.233876957,2.341034745,30.63088952,18.88762552,50.23431098,Sprinkler Irrigation,,Barley
Saline,7.06934521,3.089281087,30.97166732,19.26329887,44.81962712,Tube Well,,Barley
Saline,8.271368184,2.121737539,27.9792142,20.00897436,40.58853709,Sprinkler Irrigation,,Mango
Alkaline,7.185664876,0.690933401,22.59209614,13.30265113,40.6759517,Canal Irrigation,,Gram
Loamy,7.947116387,1.616838738,28.67727051,21.82879993,30.292161,Sprinkler Irrigation,,Chilli
Chalky (Calcareous),8.346773567,2.075703695,28.53657271,16.90919776,44.49255852,Drip Irrigation,,Tomato
Loamy,8.372430703,3.202418771,31.08603969,17.67616388,34.11386791,Tube Well,,Citrus
Saline,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Canal Irrigation,,Cotton
Chalky (Calcareous),7.003068663,2.210095771,25.71750881,20.48835188,33.67750797,Canal Irrigation,,Bajra
Nitrogenous,7.594739911,2.503721987,23.72538666,20.92355237,44.68957769,Drip Irrigation,,Fennel
Saline,7.013617742,2.203311017,29.13685433,23.1933857,39.6821323,Sprinkler Irrigation,,Onion
Saline,7.90699043,2.064308725,28.8717181,26.94512181,43.18662342,Drip Irrigation,,Bajra
Saline,7.648938096,2.225077817,29.47820775,28.87745425,32.60401991,Drip Irrigation,,Mustard
Nitrogenous,7.643477927,1.584022541,26.80858637,15.92312186,34.66882534,Canal Irrigation,,Cotton
Sandy,7.945931511,1.443352583,26.71482381,24.97279118,36.19119815,Drip Irrigation,,Fennel
Black lava soil,7.844102653,1.778196585,25.73088456,16.78408329,43.49476536,Tube Well,,Coriander
Nitrogenous,7.384349529,1.711790212,37.35517345,16.5025239,34.81466963,Tube Well,,Mango
Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Sprinkler Irrigation,,Mango
Black lava soil,7.342366833,2.134025214,33.57587195,19.74440653,40.08062394,Sprinkler Irrigation,,Pulses
Saline,8.2695986,1.535890016,36.21714139,21.77669098,30.95366143,Canal Irrigation,,Coriander
Saline,7.648938096,2.225077817,29.47820775,28.87745425,32.60401991,Drip Irrigation,,Mustard
Nitrogenous,7.929007098,1.585901864,19.90756068,20.72531873,43.96587844,Tube Well,,Barley
Black lava soil,7.182229451,2.104161254,31.80184358,15.44677456,46.35532663,Drip Irrigation,,Garlic
Saline,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Tube Well,,Chilli
Clay,7.533919257,0.990036334,37.20972503,17.4381288,40.2793197,Drip Irrigation,,Pulses
Alkaline,7.553584958,1.460743629,29.12352735,21.99658801,41.80196698,Drip Irrigation,,Oilseeds
Chalky (Calcareous),7.657222295,1.820520807,33.64886469,15.34499144,40.21515487,Drip Irrigation,,Cotton
Loamy,7.658726631,1.833569798,29.53306571,17.35333944,32.42764845,Sprinkler Irrigation,,Opium
Clay,7.666359665,1.333425996,28.76332018,21.66615267,46.4957491,Canal Irrigation,,Maize
Black lava soil,7.48937761,2.146768765,31.24708844,18.36663376,40.6237605,Tube Well,,Opium
Alkaline,8.113636911,1.394919749,32.19289645,13.14986686,45.32688136,Sprinkler Irrigation,,Sugarcane
Black lava soil,6.609420793,0.88476599,31.13342124,17.19221127,37.23455092,Tube Well,,Mango
Chalky (Calcareous),8.164083027,1.747850992,26.96088054,11.17306206,48.70470743,Sprinkler Irrigation,,Wheat
Saline,7.525830488,2.114537344,35.37159006,21.12169828,44.52008777,Canal Irrigation,,Guava
Alkaline,7.901577371,2.119813759,33.66527141,10.53618911,41.55745429,Drip Irrigation,,Onion
Loamy,7.680708659,1.353429228,32.86195156,22.25301706,30.6509183,Canal Irrigation,,Oilseeds
Clay,7.75943559,2.247902511,30.00809516,22.07386445,48.02169554,Sprinkler Irrigation,,Fenugreek
Loamy,6.475242742,2.186766842,37.27717242,17.04490772,42.20029965,Tube Well,,Citrus
Alkaline,7.719743024,1.950845076,20.98124758,21.65735448,41.82280739,Sprinkler Irrigation,,Barley
Black lava soil,7.258170681,1.876637788,29.15790144,23.01822869,46.87305634,Canal Irrigation,,Coriander
Loamy,6.66276527,1.94548829,30.17187655,20.80294717,46.81066202,Drip Irrigation,,Pulses
Clay,7.10461454,2.507968612,27.98310127,12.57406919,29.75262757,Tube Well,,Maize
Alkaline,7.222445386,2.006084841,29.53562749,13.6422574,34.23457834,Sprinkler Irrigation,,Fennel
Alkaline,7.579044613,1.861227872,36.4563692,22.10890037,46.55095954,Sprinkler Irrigation,,Cumin
Alkaline,7.026053641,1.582838477,33.82014891,12.28599242,36.83622485,Drip Irrigation,,Maize
Black lava soil,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Canal Irrigation,,Fenugreek
Clay,7.322896806,1.703767272,31.63536187,17.08969333,41.9952207,Canal Irrigation,,Tomato
Saline,7.210437945,1.759583105,33.48083999,17.41153714,39.55954378,Sprinkler Irrigation,,Mango
Alkaline,7.681557814,2.155554996,20.55175354,30.07637555,46.4532223,Sprinkler Irrigation,,Onion
Saline,7.665056895,1.592994665,28.17161459,22.52135374,42.607247,Canal Irrigation,,Cotton
Clay,7.85817004,3.162349457,27.35526619,24.78652411,39.46954682,Sprinkler Irrigation,,Cotton
Saline,7.427560719,2.021520435,35.11420736,19.04776907,37.12958711,Sprinkler Irrigation,,Citrus
Clay,7.807983503,2.518590703,25.44756648,18.77985824,41.47359626,Sprinkler Irrigation,,Pulses
Clay,6.933607524,2.175185108,25.77837981,20.51242321,37.58586205,Canal Irrigation,,Oilseeds
Saline,7.069148465,2.01501574,19.23808228,24.38227823,32.19253389,Canal Irrigation,,Garlic
Black lava soil,7.037968596,1.373246994,28.92522581,21.92874984,43.51329999,Canal Irrigation,,Pulses
Black lava soil,6.906503306,2.52890709,27.05443934,15.32201851,39.11041062,Drip Irrigation,,Chilli
Chalky (Calcareous),7.003068663,2.210095771,25.71750881,20.48835188,33.67750797,Canal Irrigation,,Bajra
Sandy,6.591010387,2.379856148,29.52770643,22.09804986,35.6805852,Tube Well,,Onion
Black lava soil,7.765487831,0.91089434,27.35266518,17.1907895,42.39680477,Tube Well,,Cumin
Loamy,8.002962256,1.436251951,35.63954497,20.77246833,38.31723705,Drip Irrigation,,Gram
Clay,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Sprinkler Irrigation,,Cumin
Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Canal Irrigation,,Fennel
Nitrogenous,7.193508364,1.971479417,35.91993722,21.70912607,39.69981229,Sprinkler Irrigation,,Maize
Chalky (Calcareous),6.727531327,1.730347493,31.93191327,24.18882111,36.60384673,Sprinkler Irrigation,,Guava
Alkaline,6.457103781,2.486863115,31.4939889,16.13272078,49.49367491,Sprinkler Irrigation,,Citrus
Clay,7.645601378,1.818213353,29.079838,7.560889712,38.89109298,Drip Irrigation,,Fenugreek
Nitrogenous,7.386140193,2.357746548,23.00460786,12.39856604,42.25481317,Tube Well,,Gram
Black lava soil,7.59806573,1.547965855,22.25519737,21.28987991,45.51938672,Sprinkler Irrigation,,Guava
Black lava soil,7.644364002,1.421441691,23.33435823,12.24243875,43.31025917,Tube Well,,Onion
Sandy,7.258219258,1.693916541,32.45603833,18.2098531,39.303014,Tube Well,,Maize
Sandy,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Canal Irrigation,,Coriander
Chalky (Calcareous),6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Tube Well,,Garlic
Chalky (Calcareous),7.67105302,2.958629574,22.37214146,14.22918308,44.27600754,Canal Irrigation,,Tomato
Sandy,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Canal Irrigation,,Coriander
Clay,8.032585983,2.726308373,25.4183954,15.81539648,39.29812471,Sprinkler Irrigation,,Garlic
Black lava soil,7.730412433,2.524199944,29.59466447,28.72291935,44.29916781,Drip Irrigation,,Fenugreek
Saline,7.984684651,1.684298722,30.26263184,16.22024647,41.80220838,Drip Irrigation,,Pomegranate
Clay,8.362846896,2.060922232,33.76708737,20.49913158,36.66333309,Sprinkler Irrigation,,Onion
Alkaline,7.694156003,2.62475245,23.33611301,18.25280336,36.13715626,Sprinkler Irrigation,,Coriander
Alkaline,7.633409198,1.83043886,31.85030558,19.3813366,42.28902805,Drip Irrigation,,Chilli
Clay,7.068253198,1.984398256,30.09008436,22.36315173,33.16570818,Drip Irrigation,,Wheat
Loamy,7.798220569,1.682857076,28.82015006,23.72092855,42.10773042,Canal Irrigation,,Pomegranate
Alkaline,8.546598966,1.24405829,35.79690522,24.86550781,36.1045363,Tube Well,,Onion
